ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
11,987,...,988.2,2014/5/11 22:00,985.2,2014/5/11 16:05,25.6,30.3,2014/5/11 10:49,21.3,2014/5/11 02:10,...,78,56,2014/5/11 12:07,0.8,211,6,231,2014/5/11 12:12,0,...,...,...,...,...,...,...,...,...,...,...,...,...
12,986.7,...,987.8,2014/5/12 09:20,985,2014/5/12 15:55,26.2,32.1,2014/5/12 11:17,23.2,2014/5/12 05:30,...,78,52,2014/5/12 11:18,1.5,233,10,244,2014/5/12 14:28,0,...,...,...,...,...,...,...,...,...,...,...,...,...
13,985.4,...,987.5,2014/5/13 00:08,982.9,2014/5/13 17:34,24.9,28.1,2014/5/13 17:51,22.9,2014/5/13 07:11,...,85,64,2014/5/13 17:14,0.9,226,9.8,211,2014/5/13 16:08,2.5,...,...,...,...,...,...,...,...,...,...,...,...,...
14,980.9,...,983.3,2014/5/14 00:01,978.3,2014/5/14 17:30,28.1,32.7,2014/5/14 12:18,22,2014/5/14 05:21,...,67,50,2014/5/14 12:23,4.1,231,17.9,237,2014/5/14 10:53,0,...,...,...,...,...,...,...,...,...,...,...,...,...
15,981.7,...,985.6,2014/5/15 22:10,978.2,2014/5/15 04:20,25.4,28.7,2014/5/15 10:39,21.1,2014/5/15 23:18,...,79,63,2014/5/15 10:39,3.4,226,13.4,242,2014/5/15 06:53,81,...,...,...,...,...,...,...,...,...,...,...,...,...
16,986.8,...,989,2014/5/16 22:00,984.6,2014/5/16 02:09,22.7,25.9,2014/5/16 10:55,20.8,2014/5/16 00:35,...,91,80,2014/5/16 11:03,0.8,2,5.5,13,2014/5/16 12:31,1,...,...,...,...,...,...,...,...,...,...,...,...,...
17,986.7,...,988.6,2014/5/17 08:59,984.3,2014/5/17 15:20,25.8,31,2014/5/17 13:40,23,2014/5/18 00:00,...,85,63,2014/5/17 12:59,1.2,204,8.5,231,2014/5/17 15:07,0,...,...,...,...,...,...,...,...,...,...,...,...,...
18,985.8,...,987.3,2014/5/18 23:31,984.1,2014/5/18 17:36,26.1,31.5,2014/5/18 11:18,23.8,2014/5/18 05:36,...,80,57,2014/5/18 11:19,2,220,13.3,230,2014/5/18 13:19,1.5,...,...,...,...,...,...,...,...,...,...,...,...,...
19,985.9,...,988.2,2014/5/19 10:58,983.7,2014/5/19 20:44,24.1,26.2,2014/5/19 08:17,22.6,2014/5/19 05:13,...,88,80,2014/5/19 08:20,1.1,227,9,242,2014/5/19 18:08,26,...,...,...,...,...,...,...,...,...,...,...,...,...
20,984,...,985.9,2014/5/20 22:35,982.4,2014/5/20 05:31,24.6,27.9,2014/5/20 09:31,21.8,2014/5/20 23:59,...,87,70,2014/5/20 09:29,1.8,229,11.1,224,2014/5/20 10:07,29.5,...,...,...,...,...,...,...,...,...,...,...,...,...
21,985.9,...,987.4,2014/5/21 09:37,984.4,2014/5/21 17:44,18.8,21.8,2014/5/21 00:03,17.4,2014/5/21 15:16,...,96,93,2014/5/22 00:00,1.5,80,7,85,2014/5/21 10:16,106.5,...,...,...,...,...,...,...,...,...,...,...,...,...
22,985.2,...,987.6,2014/5/22 22:17,983.6,2014/5/22 03:43,22.7,27.6,2014/5/22 11:00,19,2014/5/22 00:02,...,94,76,2014/5/22 10:57,0.5,336,4.6,221,2014/5/22 13:16,11,...,...,...,...,...,...,...,...,...,...,...,...,...
23,988.7,...,991.5,2014/5/23 22:04,985.9,2014/5/23 05:02,22.9,25,2014/5/23 12:24,21.8,2014/5/23 05:23,...,93,85,2014/5/23 13:26,0.7,99,4.9,105,2014/5/23 23:13,3.5,...,...,...,...,...,...,...,...,...,...,...,...,...
24,989.6,...,990.7,2014/5/24 21:49,988.2,2014/5/24 15:02,25.8,30.3,2014/5/24 12:48,22,2014/5/24 04:41,...,81,62,2014/5/24 15:02,0.8,10,5.6,15,2014/5/24 14:40,0,...,...,...,...,...,...,...,...,...,...,...,...,...
25,988.2,...,989.8,2014/5/25 09:35,986.4,2014/5/25 17:09,26.5,30.4,2014/5/25 14:18,23.3,2014/5/25 04:42,...,80,64,2014/5/25 14:20,1.1,209,9.2,232,2014/5/25 14:30,0,...,...,...,...,...,...,...,...,...,...,...,...,...
26,986,...,988.2,2014/5/26 00:11,984.1,2014/5/26 16:49,27.4,32.1,2014/5/26 13:01,23.4,2014/5/26 05:22,...,79,59,2014/5/26 10:19,1.8,229,9.7,208,2014/5/26 10:32,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
27,984.1,...,985.8,2014/5/27 00:01,982,2014/5/27 16:48,26.3,29.2,2014/5/27 12:09,24.5,2014/5/27 02:13,...,88,74,2014/5/27 12:09,1.2,233,8.3,252,2014/5/27 12:01,4.5,...,...,...,...,...,...,...,...,...,...,...,...,...
28,984.2,...,985.6,2014/5/28 08:56,982.9,2014/5/28 15:59,26.7,30.8,2014/5/28 11:29,24.9,2014/5/28 23:59,...,85,68,2014/5/28 11:29,0.9,228,6.1,221,2014/5/28 11:39,0,...,...,...,...,...,...,...,...,...,...,...,...,...
29,985,...,986.4,2014/5/29 21:37,983.7,2014/5/29 03:51,25.1,27.4,2014/5/29 15:07,23.9,2014/5/29 17:30,...,92,85,2014/5/29 08:38,0.5,86,5.4,5,2014/5/29 10:23,18.5,...,...,...,...,...,...,...,...,...,...,...,...,...
30,985.6,...,987.1,2014/5/30 22:27,984.2,2014/5/30 02:47,25.7,29.6,2014/5/30 11:50,23.9,2014/5/30 05:21,...,89,71,2014/5/30 11:30,0.8,174,6.6,239,2014/5/30 13:44,1.5,...,...,...,...,...,...,...,...,...,...,...,...,...
31,986.3,...,987.6,2014/5/31 09:25,984.7,2014/5/31 16:23,26.5,30.3,2014/5/31 14:17,24.1,2014/5/31 05:39,...,85,67,2014/5/31 14:48,0.6,8,4.9,2,2014/5/31 15:12,0,...,...,...,...,...,...,...,...,...,...,...,...,...
